"Munícipio","Região Administrativa","Ano","Porte","i-Educ","i-Saúde","i-Planejamento","i-Fiscal","i-Amb","i-Cidade","i-Gov-TI","IEGM","Receita","Despesa","Habitantes"
"Piacatu","Região Administrativa de Araçatuba","2014","Pequeno","A","B+","A","B","B+","C","C","B+","R$ 17,186,285.33","R$ 16,776,840.01","5534"
"Piacatu","Região Administrativa de Araçatuba","2017","Pequeno","B+","B","C","B+","A","C","C","B","R$ 19,458,377.27","R$ 19,236,731.74","5846"
"Piedade","Região Administrativa de Sorocaba","2015","Médio","B+","B","C","B+","C+","B+","C","B","R$ 96,823,829.35","R$ 98,527,114.07","52776"
"Piedade","Região Administrativa de Sorocaba","2017","Médio","B","C","C","B","C+","B+","C+","C+","R$ 111,140,740.67","R$ 111,859,320.81","55092"
"Piedade","Região Administrativa de Sorocaba","2016","Médio","B+","B+","C","B+","B","B+","C+","B","R$ 105,272,643.56","R$ 103,395,039.18","52927"
"Piedade","Região Administrativa de Sorocaba","2014","Médio","A","B+","C+","B+","B","A","C+","B","R$ 94,221,469.16","R$ 96,250,288.49","52645"
"Pilar do Sul","Região Administrativa de Sorocaba","2017","Médio","B","B","C","B","B","C+","C+","B","R$ 66,364,830.47","R$ 65,266,583.78","28718"
"Pilar do Sul","Região Administrativa de Sorocaba","2016","Médio","C+","B+","B","B+","C","B","C+","B","R$ 63,608,136.30","R$ 59,314,687.52","27518"
"Pilar do Sul","Região Administrativa de Sorocaba","2014","Médio","A","B+","B+","B+","C","C","C","B+","R$ 56,507,848.85","R$ 56,640,866.05","27151"
"Pilar do Sul","Região Administrativa de Sorocaba","2015","Médio","B+","B+","B","B+","C","C","C+","B","R$ 57,145,288.69","R$ 58,379,544.26","27345"
"Pindamonhangaba","Região Administrativa de São José dos Campos","2014","Médio","B","B+","C","B+","B","A","B+","B","R$ 337,901,266.23","R$ 362,297,039.54","154082"
"Pindamonhangaba","Região Administrativa de São José dos Campos","2016","Médio","B","B","B","B","C+","A","B","B","R$ 386,237,105.03","R$ 405,098,009.35","157459"
"Pindamonhangaba","Região Administrativa de São José dos Campos","2017","Médio","C+","C+","C+","B","C+","B+","B","C+","R$ 394,786,445.23","R$ 398,565,033.70","164000"
"Pindamonhangaba","Região Administrativa de São José dos Campos","2015","Médio","B","B+","C","B","C+","A","B","B","R$ 371,472,965.33","R$ 384,207,837.55","155957"
"Pindorama","Região Administrativa de São José do Rio Preto","2016","Pequeno","C","B+","B","B+","C","C","C","B","R$ 39,605,969.55","R$ 39,077,638.99","15844"
"Pindorama","Região Administrativa de São José do Rio Preto","2017","Pequeno","C","B","C","B","C+","C","B","C+","R$ 40,735,280.52","R$ 41,310,018.61","16656"
"Pindorama","Região Administrativa de São José do Rio Preto","2015","Pequeno","B","B+","B","B","C","C","C","B","R$ 38,351,763.45","R$ 37,870,791.19","15743"
"Pindorama","Região Administrativa de São José do Rio Preto","2014","Pequeno","B","B","A","B+","B","C","C","B","R$ 37,375,161.52","R$ 36,612,850.90","15596"
"Pinhalzinho","Região Administrativa de Campinas","2016","Pequeno","B","C+","C","B+","C","B+","B","C+","R$ 33,167,303.99","R$ 32,700,059.83","14119"
"Pinhalzinho","Região Administrativa de Campinas","2015","Pequeno","B","B","C","B+","C+","B+","C+","C+","R$ 30,198,459.95","R$ 30,835,184.96","13964"
"Pinhalzinho","Região Administrativa de Campinas","2014","Pequeno","B+","C+","C","B","B+","C+","C","B","R$ 29,024,948.78","R$ 27,775,586.22","13784"
"Pinhalzinho","Região Administrativa de Campinas","2017","Pequeno","C","C","C","B","C+","C","B+","C","R$ 33,957,931.80","R$ 33,754,813.31","14763"
"Piquerobi","Região Administrativa de Presidente Prudente","2017","Muito Pequeno","C+","B+","C+","B","C+","C","C","B","R$ 16,315,559.38","R$ 15,693,459.74","3693"
"Piquerobi","Região Administrativa de Presidente Prudente","2016","Muito Pequeno","C","B+","B","B","C","C","C","B","R$ 15,954,076.13","R$ 15,736,010.87","3534"
"Piquerobi","Região Administrativa de Presidente Prudente","2014","Muito Pequeno","B+","B+","C+","B+","C+","C","C","B","R$ 16,919,014.75","R$ 18,132,397.97","3534"
"Piquerobi","Região Administrativa de Presidente Prudente","2015","Muito Pequeno","B","B+","C","B","C","C","C","C+","R$ 15,413,897.41","R$ 15,485,539.46","3533"
"Piquete","Região Administrativa de São José dos Campos","2014","Pequeno","B+","B+","C","B","B","A","C+","B","R$ 24,449,350.41","R$ 24,045,873.43","13884"
"Piquete","Região Administrativa de São José dos Campos","2017","Pequeno","B","C+","C","B+","B","B+","C","C+","R$ 26,926,607.51","R$ 26,764,784.63","13976"
"Piquete","Região Administrativa de São José dos Campos","2015","Pequeno","B+","B","C","B","B+","A","C+","B","R$ 24,721,839.19","R$ 25,076,974.23","13826"
"Piquete","Região Administrativa de São José dos Campos","2016","Pequeno","B+","B","C","B+","B+","A","C","B","R$ 26,682,230.41","R$ 27,036,451.88","13790"
"Piracaia","Região Administrativa de Campinas","2015","Médio","B","B","C","B","C","B+","B","B","R$ 71,432,280.25","R$ 63,116,214.15","25693"
"Piracaia","Região Administrativa de Campinas","2014","Médio","B+","B","B+","B+","B","A","C","B","R$ 67,853,179.65","R$ 64,183,922.55","25573"
"Piracaia","Região Administrativa de Campinas","2017","Médio","C+","C","C","B","C","B","B","C","R$ 74,360,230.30","R$ 70,544,177.40","26991"
"Piracaia","Região Administrativa de Campinas","2016","Médio","B","C+","C+","B+","C","C","C","C+","R$ 78,172,239.68","R$ 65,396,958.26","25811"
"Piracicaba","Região Administrativa de Campinas","2015","Grande","B","A","C","B+","A","A","B","B","R$ 1,309,052,327.95","R$ 1,381,806,578.72","378185"
"Piracicaba","Região Administrativa de Campinas","2016","Grande","B","A","C","B+","A","A","B+","B","R$ 1,436,294,395.55","R$ 1,463,766,146.64","380494"
"Piracicaba","Região Administrativa de Campinas","2014","Grande","B+","A","C","B+","A","A","B+","B+","R$ 1,262,683,207.73","R$ 1,228,075,746.92","375358"
"Piracicaba","Região Administrativa de Campinas","2017","Grande","B","B+","C","B","A","B+","B+","B","R$ 1,513,696,053.09","R$ 1,529,177,606.87","397322"
"Piraju","Região Administrativa de Itapeva","2016","Médio","B","B+","C+","A","C+","C","C+","B","R$ 79,024,761.63","R$ 76,572,797.99","28568"
"Piraju","Região Administrativa de Itapeva","2015","Médio","B+","B+","C+","B","B+","A","C+","B+","R$ 71,796,989.35","R$ 75,968,631.93","28566"
"Piraju","Região Administrativa de Itapeva","2014","Médio","B+","A","C","A","B+","B","C","B","R$ 72,508,374.36","R$ 73,333,959.09","28547"
"Piraju","Região Administrativa de Itapeva","2017","Médio","C","B+","C","C+","C+","C","C+","C","R$ 79,967,676.34","R$ 80,339,404.58","29790"
"Pirajuí","Região Administrativa de Bauru","2016","Médio","C+","B","B","B","C","C+","B","B","R$ 54,991,178.69","R$ 56,399,636.16","23140"
"Pirajuí","Região Administrativa de Bauru","2015","Médio","B","B","B+","B","C","C","B","B","R$ 53,029,502.91","R$ 54,657,536.05","23111"
"Pirajuí","Região Administrativa de Bauru","2014","Médio","B+","B","B","B+","C+","C","C+","B","R$ 50,460,658.72","R$ 51,654,988.43","23024"
"Pirajuí","Região Administrativa de Bauru","2017","Médio","C","B","C","B+","C","C","C+","C","R$ 57,622,712.11","R$ 55,508,577.73","24973"
"Pirangi","Região Administrativa de Barretos","2015","Pequeno","B+","B","C","B+","A","C","C","B","R$ 25,991,277.82","R$ 26,221,681.38","10744"
"Pirangi","Região Administrativa de Barretos","2014","Pequeno","B","B+","A","B+","B+","C","C","B+","R$ 30,779,233.43","R$ 28,518,451.84","10718"
"Pirangi","Região Administrativa de Barretos","2017","Pequeno","B","B","C","B+","A","B+","B","B","R$ 31,635,855.08","R$ 29,584,454.05","11323"
"Pirangi","Região Administrativa de Barretos","2016","Pequeno","B+","B+","C","B+","A","B","B","B","R$ 28,990,059.09","R$ 29,321,186.02","10760"
"Pirapora do Bom Jesus","Região Metropolitana de São Paulo","2017","Pequeno","C","C","C","C","C","C","C+","C","R$ 53,808,104.08","R$ 53,875,697.10","18174"
"Pirapora do Bom Jesus","Região Metropolitana de São Paulo","2014","Pequeno","B","B+","C","C+","C","C+","B","C","R$ 53,267,958.93","R$ 54,379,025.17","16918"
"Pirapora do Bom Jesus","Região Metropolitana de São Paulo","2015","Pequeno","B","C+","C","C+","C","C","C+","C","R$ 51,414,726.92","R$ 56,939,194.06","17236"
"Pirapora do Bom Jesus","Região Metropolitana de São Paulo","2016","Pequeno","B","B","C+","C+","C","C","C","C+","R$ 53,431,664.54","R$ 60,812,475.50","17548"
"Pirapozinho","Região Administrativa de Presidente Prudente","2016","Médio","B","B","C+","B","C+","C","C+","B","R$ 60,571,609.87","R$ 60,852,547.77","26215"
"Pirapozinho","Região Administrativa de Presidente Prudente","2017","Médio","B","B","C","B+","C+","C+","C","C+","R$ 66,393,867.00","R$ 66,258,085.34","27021"
"Pirapozinho","Região Administrativa de Presidente Prudente","2015","Médio","B+","B+","B","B","C","C","C","B","R$ 53,725,135.22","R$ 52,771,980.84","25971"
"Pirapozinho","Região Administrativa de Presidente Prudente","2014","Médio","B+","B+","C","C+","C","C+","C+","B","R$ 54,234,853.29","R$ 53,396,157.67","25705"
"Pirassununga","Região Administrativa de Campinas","2016","Médio","B","B","C","B","A","B+","B","B","R$ 201,919,262.84","R$ 213,799,202.28","72356"
"Pirassununga","Região Administrativa de Campinas","2014","Médio","B+","A","C","B","B","C","C+","B","R$ 182,523,162.46","R$ 202,102,722.43","71620"
"Pirassununga","Região Administrativa de Campinas","2015","Médio","B+","B+","C","C+","B+","C","C+","B","R$ 188,555,948.33","R$ 206,486,404.27","72022"
"Pirassununga","Região Administrativa de Campinas","2017","Médio","B","C","C","C","B+","B+","B","C","R$ 204,213,224.84","R$ 213,997,236.91","75474"
"Piratininga","Região Administrativa de Bauru","2015","Pequeno","B","B+","B","B+","B+","C+","C","B","R$ 35,791,991.02","R$ 32,595,309.03","12654"
"Piratininga","Região Administrativa de Bauru","2014","Pequeno","A","B+","C+","B+","B","C","C","B","R$ 34,142,025.51","R$ 33,856,698.56","12533"
"Piratininga","Região Administrativa de Bauru","2017","Pequeno","B","B","C","B+","B+","C","C","B","R$ 42,074,886.18","R$ 37,296,479.69","13335"
"Piratininga","Região Administrativa de Bauru","2016","Pequeno","B+","A","C","B+","B+","B+","C","B+","R$ 35,925,834.18","R$ 35,218,073.88","12764"
"Pitangueiras","Região Administrativa de Ribeirão Preto","2014","Médio","A","B+","C","B","B","C","B+","B","R$ 96,737,776.34","R$ 82,473,996.59","36632"
"Pitangueiras","Região Administrativa de Ribeirão Preto","2016","Médio","B+","B+","B+","B+","B+","C+","B","B+","R$ 110,016,565.19","R$ 99,465,957.14","37295"
"Pitangueiras","Região Administrativa de Ribeirão Preto","2015","Médio","B+","B","C","B","B+","C+","B","B","R$ 101,816,342.93","R$ 95,224,328.57","36980"
"Pitangueiras","Região Administrativa de Ribeirão Preto","2017","Médio","B","B","C","B","B","C","B","B","R$ 107,789,526.00","R$ 103,477,899.97","38889"
"Planalto","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","B+","B","C","B+","C+","C","C","B","R$ 20,921,820.16","R$ 20,812,974.72","4832"
"Planalto","Região Administrativa de São José do Rio Preto","2017","Pequeno","C","B","C","B+","C","C","C+","C","R$ 23,031,499.30","R$ 22,550,162.69","5067"
"Planalto","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","A","B","B","B","C","C","B","B","R$ 19,702,595.53","R$ 19,611,895.81","4755"
"Planalto","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","B+","B+","C","B","C+","C","C","B","R$ 22,742,942.79","R$ 22,993,427.83","4897"
"Platina","Região Administrativa de Marília","2017","Muito Pequeno","B","B","C","B+","B","B+","C","C+","R$ 16,004,036.48","R$ 16,151,939.22","3488"
"Platina","Região Administrativa de Marília","2016","Muito Pequeno","C+","B","C","B+","B","B","C","B","R$ 15,787,232.77","R$ 15,608,038.90","3378"
"Platina","Região Administrativa de Marília","2015","Muito Pequeno","B","B","C","B+","B+","B","C","B","R$ 14,973,713.36","R$ 14,988,374.07","3347"
"Platina","Região Administrativa de Marília","2014","Muito Pequeno","B+","B","C","B+","B","B","B","B","R$ 15,596,039.04","R$ 17,243,619.01","3314"
"Poloni","Região Administrativa de São José do Rio Preto","2017","Pequeno","C+","B+","B","C+","C","C","C","C+","R$ 15,333,911.77","R$ 16,307,665.11","5935"
"Poloni","Região Administrativa de São José do Rio Preto","2016","Pequeno","B","B+","B+","B+","C","C","C","B","R$ 15,496,929.01","R$ 14,293,978.50","5562"
"Poloni","Região Administrativa de São José do Rio Preto","2015","Pequeno","C+","B+","B","B+","B","C","C","B","R$ 13,937,201.51","R$ 13,952,088.72","5537"
"Poloni","Região Administrativa de São José do Rio Preto","2014","Pequeno","B","B+","B","B+","C","C","C","B","R$ 14,531,848.13","R$ 14,988,688.00","5507"
"Pompéia","Região Administrativa de Marília","2015","Médio","B+","A","B","B","B+","B","B","B+","R$ 69,298,531.87","R$ 72,162,282.96","20650"
"Pompéia","Região Administrativa de Marília","2016","Médio","B+","B","C","B+","B+","C","B","B","R$ 76,531,499.84","R$ 76,059,531.96","20775"
"Pompéia","Região Administrativa de Marília","2017","Médio","B+","B+","C","B+","B","A","B+","B","R$ 77,651,401.17","R$ 73,945,400.26","21674"
"Pompéia","Região Administrativa de Marília","2014","Médio","A","A","B","B+","A","B+","B","B+","R$ 67,211,249.51","R$ 68,530,698.49","20507"
"Pongaí","Região Administrativa de Bauru","2015","Muito Pequeno","B+","C+","B+","B","B+","C","C","B","R$ 13,624,007.85","R$ 14,860,917.39","3393"
"Pongaí","Região Administrativa de Bauru","2014","Muito Pequeno","B+","B","B","B","B+","C","C","B","R$ 14,762,524.33","R$ 13,388,329.29","3411"
"Pongaí","Região Administrativa de Bauru","2017","Muito Pequeno","B+","C","C","C+","A","C","C","C+","R$ 14,592,435.31","R$ 15,468,448.83","3480"
"Pongaí","Região Administrativa de Bauru","2016","Muito Pequeno","B","B","B","B+","A","C+","C","B","R$ 15,476,972.41","R$ 15,053,676.52","3385"
"Pontal","Região Administrativa de Ribeirão Preto","2017","Médio","C","C+","C","B","C+","C","B","C","R$ 91,779,763.43","R$ 91,504,811.47","47638"
"Pontal","Região Administrativa de Ribeirão Preto","2015","Médio","B+","B","C","B","B","C","C+","C+","R$ 86,755,442.30","R$ 86,408,312.69","45327"
"Pontal","Região Administrativa de Ribeirão Preto","2014","Médio","A","B","B+","B","C","C","C+","B","R$ 82,839,183.51","R$ 84,105,777.44","44239"
"Pontal","Região Administrativa de Ribeirão Preto","2016","Médio","B","B","C","B+","B","C","B","C+","R$ 92,982,491.00","R$ 85,048,013.40","46092"
"Pontalinda","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","B+","B","A","B+","B+","C","C+","B+","R$ 15,890,607.45","R$ 14,991,382.20","4249"
"Pontalinda","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","C+","B","C","C","B+","B","C+","C","R$ 18,134,193.14","R$ 18,652,779.49","4519"
"Pontalinda","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","C+","B","C","B","B+","B","C+","C+","R$ 18,374,907.44","R$ 16,002,922.08","4333"
"Pontalinda","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","C","B+","C","B+","B","C","C","C+","R$ 16,245,481.96","R$ 16,374,945.61","4295"
"Pontes Gestal","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","B","B+","A","B","B","C","C","B","R$ 18,547,817.06","R$ 18,592,773.50","2519"
"Pontes Gestal","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","C+","B+","B+","B","B","C","C","B","R$ 18,486,146.56","R$ 19,802,420.84","2520"
"Pontes Gestal","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","B","B","B","B","C","C","C","C+","R$ 22,550,281.70","R$ 22,517,947.12","2594"
"Pontes Gestal","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","C","B+","B","B+","B","C","C","B","R$ 22,549,361.95","R$ 18,943,121.59","2522"
"Populina","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","B+","B+","B+","B+","B","C","C","B+","R$ 19,338,136.18","R$ 19,351,415.39","4100"
"Populina","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","B+","B+","B","B+","B","C","C","B","R$ 17,202,094.51","R$ 17,902,633.03","4125"
"Populina","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","B","B","B+","B+","C+","C","C","B","R$ 21,364,118.21","R$ 21,589,469.34","4079"
"Populina","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","C","C+","C","C","B","C","C","C","R$ 20,589,754.49","R$ 21,750,221.99","4240"
"Porangaba","Região Administrativa de Sorocaba","2016","Pequeno","C+","B+","B+","A","C","A","B","B","R$ 24,251,819.42","R$ 23,739,105.92","8939"
"Porangaba","Região Administrativa de Sorocaba","2015","Pequeno","B+","B+","B+","B","B","B+","B","B+","R$ 22,195,981.56","R$ 23,482,829.85","8849"
"Porangaba","Região Administrativa de Sorocaba","2014","Pequeno","B+","B","A","B","B","C","C+","B","R$ 21,996,447.27","R$ 21,414,809.05","8738"
"Porangaba","Região Administrativa de Sorocaba","2017","Pequeno","C","C+","C","B+","B","B+","C+","C+","R$ 24,276,547.29","R$ 24,038,702.98","9565"
"Porto Feliz","Região Administrativa de Sorocaba","2017","Médio","B","C","C","B","C+","B+","B","C+","R$ 224,126,384.70","R$ 207,343,707.31","52507"
"Porto Feliz","Região Administrativa de Sorocaba","2015","Médio","B+","B","C","B+","C+","B+","B","B","R$ 201,203,561.94","R$ 183,801,134.59","50339"
"Porto Feliz","Região Administrativa de Sorocaba","2014","Médio","B+","B+","C","B+","B","B+","B","B","R$ 185,452,490.45","R$ 157,942,942.26","50041"
"Porto Feliz","Região Administrativa de Sorocaba","2016","Médio","B","C+","C","B+","B","B+","B","B","R$ 221,607,981.41","R$ 199,799,295.25","50607"
"Porto Ferreira","Região Administrativa Central","2014","Médio","A","B+","C","B","B","A","C+","B","R$ 141,967,859.07","R$ 140,791,599.39","52568"
"Porto Ferreira","Região Administrativa Central","2015","Médio","B+","B+","C","B","B","A","B","B","R$ 152,442,740.30","R$ 146,735,205.60","52873"
"Porto Ferreira","Região Administrativa Central","2016","Médio","B+","B+","C","B+","C","A","C+","B","R$ 160,944,176.40","R$ 156,177,555.60","53117"
